#parent	child
0	1
0	2
0	3
1	4
1	5
1	6
2	7
2	8
2	9
3	10
3	11
3	12
4	13
4	14
4	15
5	16
5	17
5	18
6	19
6	20
6	21
7	22
7	23
7	24
8	25
8	26
8	27
9	28
9	29
9	30
10	31
10	32
10	33
11	34
11	35
11	36
12	37
12	38
12	39
13	40
13	41
13	42
14	43
14	44
14	45
15	46
15	47
15	48
16	49
16	50
16	51
17	52
17	53
17	54
18	55
18	56
18	57
19	58
19	59
19	60
20	61
20	62
20	63
21	64
21	65
21	66
22	67
22	68
22	69
23	70
23	71
23	72
24	73
24	74
24	75
25	76
25	77
25	78
26	79
26	80
26	81
27	82
27	83
27	84
28	85
28	86
28	87
29	88
29	89
29	90
30	91
30	92
30	93
31	94
31	95
31	96
32	97
32	98
32	99
33	100
33	101
33	102
34	103
34	104
34	105
35	106
35	107
35	108
36	109
36	110
36	111
37	112
37	113
37	114
38	115
38	116
38	117
39	118
39	119
39	120
40	121
40	122
40	123
41	124
41	125
41	126
42	127
42	128
42	129
43	130
43	131
43	132
44	133
44	134
44	135
45	136
45	137
45	138
46	139
46	140
46	141
47	142
47	143
47	144
48	145
48	146
48	147
49	148
49	149
49	150
50	151
50	152
50	153
51	154
51	155
51	156
52	157
52	158
52	159
53	160
53	161
53	162
54	163
54	164
54	165
55	166
55	167
55	168
56	169
56	170
56	171
57	172
57	173
57	174
58	175
58	176
58	177
59	178
59	179
59	180
60	181
60	182
60	183
61	184
61	185
61	186
62	187
62	188
62	189
63	190
63	191
63	192
64	193
64	194
64	195
65	196
65	197
65	198
66	199
66	200
66	201
67	202
67	203
67	204
68	205
68	206
68	207
69	208
69	209
69	210
70	211
70	212
70	213
71	214
71	215
71	216
72	217
72	218
72	219
73	220
73	221
73	222
74	223
74	224
74	225
75	226
75	227
75	228
76	229
76	230
76	231
77	232
77	233
77	234
78	235
78	236
78	237
79	238
79	239
79	240
80	241
80	242
80	243
81	244
81	245
81	246
82	247
82	248
82	249
83	250
83	251
83	252
84	253
84	254
84	255
85	256
85	257
85	258
86	259
86	260
86	261
87	262
87	263
87	264
88	265
88	266
88	267
89	268
89	269
89	270
90	271
90	272
90	273
91	274
91	275
91	276
92	277
92	278
92	279
93	280
93	281
93	282
94	283
94	284
94	285
95	286
95	287
95	288
96	289
96	290
96	291
97	292
97	293
97	294
98	295
98	296
98	297
99	298
99	299
99	300
100	301
100	302
100	303
101	304
101	305
101	306
102	307
102	308
102	309
103	310
103	311
103	312
104	313
104	314
104	315
105	316
105	317
105	318
106	319
106	320
106	321
107	322
107	323
107	324
108	325
108	326
108	327
109	328
109	329
109	330
110	331
110	332
110	333
111	334
111	335
111	336
112	337
112	338
112	339
113	340
113	341
113	342
114	343
114	344
114	345
115	346
115	347
115	348
116	349
116	350
116	351
117	352
117	353
117	354
118	355
118	356
118	357
119	358
119	359
119	360
120	361
120	362
120	363
121	364
121	365
121	366
122	367
122	368
122	369
123	370
123	371
123	372
124	373
124	374
124	375
125	376
125	377
125	378
126	379
126	380
126	381
127	382
127	383
127	384
128	385
128	386
128	387
129	388
129	389
129	390
130	391
130	392
130	393
131	394
131	395
131	396
132	397
132	398
132	399
133	400
133	401
133	402
134	403
134	404
134	405
135	406
135	407
135	408
136	409
136	410
136	411
137	412
137	413
137	414
138	415
138	416
138	417
139	418
139	419
139	420
140	421
140	422
140	423
141	424
141	425
141	426
142	427
142	428
142	429
143	430
143	431
143	432
144	433
144	434
144	435
145	436
145	437
145	438
146	439
146	440
146	441
147	442
147	443
147	444
148	445
148	446
148	447
149	448
149	449
149	450
150	451
150	452
150	453
151	454
151	455
151	456
152	457
152	458
152	459
153	460
153	461
153	462
154	463
154	464
154	465
155	466
155	467
155	468
156	469
156	470
156	471
157	472
157	473
157	474
158	475
158	476
158	477
159	478
159	479
159	480
160	481
160	482
160	483
161	484
161	485
161	486
162	487
162	488
162	489
163	490
163	491
163	492
164	493
164	494
164	495
165	496
165	497
165	498
166	499
166	500
166	501
167	502
167	503
167	504
168	505
168	506
168	507
169	508
169	509
169	510
170	511
170	512
170	513
171	514
171	515
171	516
172	517
172	518
172	519
173	520
173	521
173	522
174	523
174	524
174	525
175	526
175	527
175	528
176	529
176	530
176	531
177	532
177	533
177	534
178	535
178	536
178	537
179	538
179	539
179	540
180	541
180	542
180	543
181	544
181	545
181	546
182	547
182	548
182	549
183	550
183	551
183	552
184	553
184	554
184	555
185	556
185	557
185	558
186	559
186	560
186	561
187	562
187	563
187	564
188	565
188	566
188	567
189	568
189	569
189	570
190	571
190	572
190	573
191	574
191	575
191	576
192	577
192	578
192	579
193	580
193	581
193	582
194	583
194	584
194	585
195	586
195	587
195	588
196	589
196	590
196	591
197	592
197	593
197	594
198	595
198	596
198	597
199	598
199	599
199	600
200	601
200	602
200	603
201	604
201	605
201	606
202	607
202	608
202	609
203	610
203	611
203	612
204	613
204	614
204	615
205	616
205	617
205	618
206	619
206	620
206	621
207	622
207	623
207	624
208	625
208	626
208	627
209	628
209	629
209	630
210	631
210	632
210	633
211	634
211	635
211	636
212	637
212	638
212	639
213	640
213	641
213	642
214	643
214	644
214	645
215	646
215	647
215	648
216	649
216	650
216	651
217	652
217	653
217	654
218	655
218	656
218	657
219	658
219	659
219	660
220	661
220	662
220	663
221	664
221	665
221	666
222	667
222	668
222	669
223	670
223	671
223	672
224	673
224	674
224	675
225	676
225	677
225	678
226	679
226	680
226	681
227	682
227	683
227	684
228	685
228	686
228	687
229	688
229	689
229	690
230	691
230	692
230	693
231	694
231	695
231	696
232	697
232	698
232	699
233	700
233	701
233	702
234	703
234	704
234	705
235	706
235	707
235	708
236	709
236	710
236	711
237	712
237	713
237	714
238	715
238	716
238	717
239	718
239	719
239	720
240	721
240	722
240	723
241	724
241	725
241	726
242	727
242	728
242	729
243	730
243	731
243	732
244	733
244	734
244	735
245	736
245	737
245	738
246	739
246	740
246	741
247	742
247	743
247	744
248	745
248	746
248	747
249	748
249	749
249	750
250	751
250	752
250	753
251	754
251	755
251	756
252	757
252	758
252	759
253	760
253	761
253	762
254	763
254	764
254	765
255	766
255	767
255	768
256	769
256	770
256	771
257	772
257	773
257	774
258	775
258	776
258	777
259	778
259	779
259	780
260	781
260	782
260	783
261	784
261	785
261	786
262	787
262	788
262	789
263	790
263	791
263	792
264	793
264	794
264	795
265	796
265	797
265	798
266	799
266	800
266	801
267	802
267	803
267	804
268	805
268	806
268	807
269	808
269	809
269	810
270	811
270	812
270	813
271	814
271	815
271	816
272	817
272	818
272	819
273	820
273	821
273	822
274	823
274	824
274	825
275	826
275	827
275	828
276	829
276	830
276	831
277	832
277	833
277	834
278	835
278	836
278	837
279	838
279	839
279	840
280	841
280	842
280	843
281	844
281	845
281	846
282	847
282	848
282	849
283	850
283	851
283	852
284	853
284	854
284	855
285	856
285	857
285	858
286	859
286	860
286	861
287	862
287	863
287	864
288	865
288	866
288	867
289	868
289	869
289	870
290	871
290	872
290	873
291	874
291	875
