#parent	child	edge_length
0	1	0.575319307935076
0	2	0.47005684772326073
0	3	0.9877047077149161
1	4	0.20560230490390863
1	5	0.3658790190231508
1	6	0.9729710370341063
2	7	0.31943044638233353
2	8	0.019473751218806457
2	9	0.018855359166128682
3	10	0.8392492165202183
3	11	0.7140335280853143
3	12	0.7229815118789931
4	13	0.16270245371172243
4	14	0.5069929811879308
4	15	0.28741175019524334
5	16	0.3451676699467021
5	17	0.7347707486435251
5	18	0.8692229143340522
6	19	0.32044378429760534
6	20	0.24914752404604257
6	21	0.8472748671778296
7	22	0.7282598574857755
7	23	0.7987824695468002
7	24	0.012481872222068757
8	25	0.6434149732755494
8	26	0.66083107124895
8	27	0.35214216567228607
9	28	0.7675473629797251
9	29	0.7454389045834979
9	30	0.6315684665568895
10	31	0.7788070099830009
10	32	0.7016594601491117
10	33	0.746051703665499
11	34	0.6303172775201931
11	35	0.7386830976791865
11	36	0.40029113312882747
12	37	0.6724854795492059
12	38	0.6613331136007341
12	39	0.8857875648301496
13	40	0.7791918244222759
13	41	0.4033819208516689
13	42	0.539476461880854
14	43	0.7970665276716296
14	44	0.4633180069102747
14	45	0.5490709528904532
15	46	0.4663373491681735
15	47	0.8720295919198326
15	48	0.8921977442341762
16	49	0.3876928968506672
16	50	0.7267231537078012
16	51	0.2410586622200559
17	52	0.2459620962071163
17	53	0.27482401419350655
17	54	0.10094847592796552
18	55	0.9805186163803445
18	56	0.22867145405750455
18	57	0.39895083989631197
19	58	0.21641114663889582
19	59	0.36344721779212397
19	60	0.4100338039434497
20	61	0.019773184366637553
20	62	0.2426153985476578
20	63	0.3306537228404052
21	64	0.43183224260823105
21	65	0.3726655168027353
21	66	0.5198707903507562
22	67	0.7764702530828393
22	68	0.09678028639818281
22	69	0.21184064836211025
23	70	0.9976064530896847
23	71	0.5734195320053272
23	72	0.36028951932651054
24	73	0.24616361436563805
24	74	0.8493438746983506
24	75	0.3357810182297849
25	76	0.1440263844774059
25	77	0.7623694956225928
25	78	0.7826373926391783
26	79	0.7872733678693231
26	80	0.5170462147809005
26	81	0.8834182477400072
27	82	0.44364175789641624
27	83	0.39067586786662467
27	84	0.3589417541091422
28	85	0.2898641796239283
28	86	0.958823530625909
28	87	0.24331631533793807
29	88	0.3849085895822011
29	89	0.40662677949582915
29	90	0.4069882181274538
30	91	0.25290887695011544
30	92	0.22483188625845518
30	93	0.06741822430752431
31	94	0.7255590779505972
31	95	0.4144380140509414
31	96	0.2650530311401065
32	97	0.5210395622755724
32	98	0.9810933142087759
32	99	0.3612839032082862
33	100	0.3101567236785857
33	101	0.16191149433620033
33	102	0.11522608207200058
34	103	0.423884233812021
34	104	0.8370798291988861
34	105	0.9837183796798725
35	106	0.6628710772051447
35	107	0.9252058500204958
35	108	0.9589969141848287
36	109	0.8049260699371072
36	110	0.6671760263582458
36	111	0.11473867556654005
37	112	0.48435757877550545
37	113	0.9176551659682399
37	114	0.5720569548403476
38	115	0.018764230480874833
