#parent	child	edge_length
ko00001	09100 Metabolism	0
00650 Butanoate metabolism	K18118	0.8108847898011157
00650 Butanoate metabolism	K00656	0.5107985089762005
00650 Butanoate metabolism	K00132	0.19838087307879282
00650 Butanoate metabolism	K00023	0.8128700786164709
00650 Butanoate metabolism	K17865	0.8114500132741158
00650 Butanoate metabolism	K18121	0.8674875705499081
00650 Butanoate metabolism	K07246	0.3190026164647217
00650 Butanoate metabolism	K01715	0.7043611854419639
00650 Butanoate metabolism	K17829	0.4854315348751146
00650 Butanoate metabolism	K00929	0.45008781404045023
00650 Butanoate metabolism	K00634	0.2302131469036785
00650 Butanoate metabolism	K00100	0.5946027007928578
00650 Butanoate metabolism	K21317	0.1432086289831906
00650 Butanoate metabolism	K21318	0.9202318979478844
00650 Butanoate metabolism	K21319	0.21501618678199894
00650 Butanoate metabolism	K21320	0.7159297451132378
00650 Butanoate metabolism	K21321	0.6721309938387724
00650 Butanoate metabolism	K21322	0.7110122213418817
00650 Butanoate metabolism	K03821	0.605183740548904
00650 Butanoate metabolism	K22881	0.6829664104335768
00650 Butanoate metabolism	K05973	0.46249451421458254
00650 Butanoate metabolism	K00109	0.47298652448380524
00650 Butanoate metabolism	K18119	1.011539317983591
00650 Butanoate metabolism	K18120	0.1605758202157346
00650 Butanoate metabolism	K00043	0.6329940038837079
00650 Butanoate metabolism	K08318	0.7755445846686584
00650 Butanoate metabolism	K18122	0.7516748656581714
00650 Butanoate metabolism	K00019	0.243285623764549
00650 Butanoate metabolism	K07518	0.34848935101603706
00650 Butanoate metabolism	K01574	0.6466267008865355
00650 Butanoate metabolism	K18223	0.8635817818864511
00650 Butanoate metabolism	K18224	0.8601246557223059
00650 Butanoate metabolism	K18226	0.554588964516066
00650 Butanoate metabolism	K18225	0.16992663694623306
00650 Butanoate metabolism	K23259	0.5843233160538301
00650 Butanoate metabolism	K18382	0.4012632929310123
00650 Butanoate metabolism	K18369	0.27521350358787977
00650 Butanoate metabolism	K18370	0.08476444232838316
00650 Butanoate metabolism	K18371	0.3992092098817632
00650 Butanoate metabolism	K18372	0.5817140655364281
00650 Butanoate metabolism	K00004	0.797614468375019
00650 Butanoate metabolism	K03366	0.6127840188035608
00650 Butanoate metabolism	K18009	0.2495736528207273
00941 Flavonoid biosynthesis	K13065	0.6461277113265772
00941 Flavonoid biosynthesis	K00588	0.12608126236778605
00941 Flavonoid biosynthesis	K01859	0.438650932467508
00941 Flavonoid biosynthesis	K00475	0.569612082209911
00941 Flavonoid biosynthesis	K05278	0.06876433320373074
00941 Flavonoid biosynthesis	K08243	0.4480916265437261
00941 Flavonoid biosynthesis	K13082	0.08089017442743426
00941 Flavonoid biosynthesis	K05277	0.19749607272052858
00941 Flavonoid biosynthesis	K08695	0.5655977301715013
00941 Flavonoid biosynthesis	K13081	0.4232907603700416
00941 Flavonoid biosynthesis	K23053	0.0491919749279793
00941 Flavonoid biosynthesis	K22440	0.029248669027526843
00941 Flavonoid biosynthesis	K13078	0.6683662675092963
00941 Flavonoid biosynthesis	K21581	0.9172159478005861
00941 Flavonoid biosynthesis	K21582	0.2524002918979002
00941 Flavonoid biosynthesis	K13079	0.431180744688572
00040 Pentose and glucuronate interconversions	K22539	0.09100181391578042
00040 Pentose and glucuronate interconversions	K19551	0.45122090117120167
00040 Pentose and glucuronate interconversions	K01731	0.29109249381894997
00040 Pentose and glucuronate interconversions	K22994	0.7634850520273713
00040 Pentose and glucuronate interconversions	K01730	0.6018976351162022
00040 Pentose and glucuronate interconversions	K01815	0.9821432767433199
00040 Pentose and glucuronate interconversions	K00065	0.8389238089923593
00040 Pentose and glucuronate interconversions	K01184	0.82259735496316
00040 Pentose and glucuronate interconversions	K01213	0.13882593343303595
00040 Pentose and glucuronate interconversions	K22933	0.7239579093742068
00040 Pentose and glucuronate interconversions	K01812	0.25281104799242177
00040 Pentose and glucuronate interconversions	K00041	0.8183557390974845
00040 Pentose and glucuronate interconversions	K01685	0.06665336083311799
00040 Pentose and glucuronate interconversions	K16849	0.46829858331093777
00040 Pentose and glucuronate interconversions	K16850	1.0097110164112115
00040 Pentose and glucuronate interconversions	K01686	0.6705889364376648
00040 Pentose and glucuronate interconversions	K08323	0.6669830942433828
00040 Pentose and glucuronate interconversions	K08322	0.08940486893303956
00040 Pentose and glucuronate interconversions	K00040	0.48784286734985144
00040 Pentose and glucuronate interconversions	K21619	0.17577096965471758
00040 Pentose and glucuronate interconversions	K18106	0.9688908657871629
00040 Pentose and glucuronate interconversions	K19634	0.5169585384430604
00040 Pentose and glucuronate interconversions	K18102	0.2822470356523029
00040 Pentose and glucuronate interconversions	K18103	0.42847895741915615
00040 Pentose and glucuronate interconversions	K18107	0.19431955338474755
00040 Pentose and glucuronate interconversions	K13247	0.9848043746994575
00040 Pentose and glucuronate interconversions	K01804	0.3516727860560293
00040 Pentose and glucuronate interconversions	K00853	0.7720566087585494
00040 Pentose and glucuronate interconversions	K24707	0.9350629645539439
00040 Pentose and glucuronate interconversions	K00854	0.8594649564219113
00040 Pentose and glucuronate interconversions	K17743	0.08481919397294103
00040 Pentose and glucuronate interconversions	K26066	0.053787890636800305
00040 Pentose and glucuronate interconversions	K03331	0.28098732717119274
00040 Pentose and glucuronate interconversions	K25879	0.21123139657162202
00040 Pentose and glucuronate interconversions	K25880	0.22963703803678756
00040 Pentose and glucuronate interconversions	K25881	0.34550638082729396
00040 Pentose and glucuronate interconversions	K17738	0.4109780018210834
00040 Pentose and glucuronate interconversions	K17818	0.5697868748096877
00040 Pentose and glucuronate interconversions	K09988	0.18810548644820563
00040 Pentose and glucuronate interconversions	K05351	0.051066417964992845
00040 Pentose and glucuronate interconversions	K22185	0.15676315685714226
00040 Pentose and glucuronate interconversions	K14273	0.532180056482599
00040 Pentose and glucuronate interconversions	K14274	0.08488929088156125
00040 Pentose and glucuronate interconversions	K24442	0.16271676539007265
00040 Pentose and glucuronate interconversions	K14275	0.20970243890814477
00040 Pentose and glucuronate interconversions	K22186	0.5918319095010681
00040 Pentose and glucuronate interconversions	K22396	0.6006254023374827
00040 Pentose and glucuronate interconversions	K22397	0.40098925590855716
00040 Pentose and glucuronate interconversions	K22187	0.8232881851645092
00040 Pentose and glucuronate interconversions	K00875	0.3619600879233507
00040 Pentose and glucuronate interconversions	K22935	0.9422118362974552
00040 Pentose and glucuronate interconversions	K00039	0.7007425380473683
00040 Pentose and glucuronate interconversions	K21680	0.6517703783777654
00040 Pentose and glucuronate interconversions	K05352	0.5547363164773012
00040 Pentose and glucuronate interconversions	K21681	0.7133593792172975
00040 Pentose and glucuronate interconversions	K21030	0.3344807462942611
00051 Fructose and mannose metabolism	K00895	0.9855751395236634
00051 Fructose and mannose metabolism	K01805	0.20718154039372969
00051 Fructose and mannose metabolism	K00594	0.4493605044020926
00051 Fructose and mannose metabolism	K01820	0.6513491395267621
00051 Fructose and mannose metabolism	K00848	0.1410480784069488
00051 Fructose and mannose metabolism	K01629	0.1105137851184426
00051 Fructose and mannose metabolism	K00007	0.3276047146215376
00051 Fructose and mannose metabolism	K00008	1.0039482409189517
00051 Fructose and mannose metabolism	K01818	0.06618307302072639
00051 Fructose and mannose metabolism	K00879	0.8999826902434381
00051 Fructose and mannose metabolism	K01628	0.3681715426612042
00051 Fructose and mannose metabolism	K19355	0.6831177154955735
00051 Fructose and mannose metabolism	K18333	0.7475244188713295
00051 Fructose and mannose metabolism	K07046	0.3255869690502922
00051 Fructose and mannose metabolism	K18334	0.3997990712804719
00051 Fructose and mannose metabolism	K18335	0.5452264183869943
