#parent	child	edge_length
00650 Butanoate metabolism	K18118	0.8108847898011158
00650 Butanoate metabolism	K00656	0.5107985089762008
00650 Butanoate metabolism	K00132	0.19838087307879304
00650 Butanoate metabolism	K00023	0.8128700786164709
00650 Butanoate metabolism	K17865	0.8114500132741158
00650 Butanoate metabolism	K18121	0.8674875705499083
00650 Butanoate metabolism	K07246	0.31900261646472217
00650 Butanoate metabolism	K01715	0.704361185441964
00650 Butanoate metabolism	K17829	0.48543153487511503
00650 Butanoate metabolism	K00929	0.4500878140404505
00650 Butanoate metabolism	K00634	0.23021314690367856
00650 Butanoate metabolism	K00100	0.5946027007928576
00650 Butanoate metabolism	K21317	0.14320862898319087
00650 Butanoate metabolism	K21318	0.9202318979478843
00650 Butanoate metabolism	K21319	0.21501618678199907
00650 Butanoate metabolism	K21320	0.7159297451132378
00650 Butanoate metabolism	K21321	0.6721309938387723
00650 Butanoate metabolism	K21322	0.7110122213418819
00650 Butanoate metabolism	K03821	0.6051837405489042
00650 Butanoate metabolism	K22881	0.6829664104335769
00650 Butanoate metabolism	K05973	0.46249451421458243
00650 Butanoate metabolism	K00109	0.4729865244838054
00650 Butanoate metabolism	K18119	1.0115393179835914
00650 Butanoate metabolism	K18120	0.16057582021573458
00650 Butanoate metabolism	K00043	0.6329940038837076
00650 Butanoate metabolism	K08318	0.7755445846686584
00650 Butanoate metabolism	K18122	0.7516748656581713
00650 Butanoate metabolism	K00019	0.2432856237645491
00650 Butanoate metabolism	K07518	0.3484893510160374
00650 Butanoate metabolism	K01574	0.6466267008865358
00650 Butanoate metabolism	K18223	0.8635817818864515
00650 Butanoate metabolism	K18224	0.8601246557223057
00650 Butanoate metabolism	K18226	0.554588964516066
00650 Butanoate metabolism	K18225	0.16992663694623333
00650 Butanoate metabolism	K23259	0.5843233160538306
00650 Butanoate metabolism	K18382	0.4012632929310125
00650 Butanoate metabolism	K18369	0.27521350358787977
00650 Butanoate metabolism	K18370	0.08476444232838354
00650 Butanoate metabolism	K18371	0.39920920988176345
00650 Butanoate metabolism	K18372	0.5817140655364286
00650 Butanoate metabolism	K00004	0.797614468375019
00650 Butanoate metabolism	K03366	0.6127840188035609
00650 Butanoate metabolism	K18009	0.24957365282072752
00941 Flavonoid biosynthesis	K13065	0.6461277113265775
00941 Flavonoid biosynthesis	K00588	0.12608126236778627
00941 Flavonoid biosynthesis	K01859	0.43865093246750764
00941 Flavonoid biosynthesis	K00475	0.5696120822099111
00941 Flavonoid biosynthesis	K05278	0.0687643332037311
00941 Flavonoid biosynthesis	K08243	0.44809162654372603
00941 Flavonoid biosynthesis	K13082	0.0808901744274344
00941 Flavonoid biosynthesis	K05277	0.19749607272052838
00941 Flavonoid biosynthesis	K08695	0.5655977301715014
00941 Flavonoid biosynthesis	K13081	0.4232907603700413
00941 Flavonoid biosynthesis	K23053	0.049191974927979665
00941 Flavonoid biosynthesis	K22440	0.029248669027526653
00941 Flavonoid biosynthesis	K13078	0.6683662675092963
00941 Flavonoid biosynthesis	K21581	0.9172159478005861
00941 Flavonoid biosynthesis	K21582	0.25240029189790025
00941 Flavonoid biosynthesis	K13079	0.4311807446885716
00040 Pentose and glucuronate interconversions	K22539	0.09100181391578022
00040 Pentose and glucuronate interconversions	K19551	0.45122090117120184
00040 Pentose and glucuronate interconversions	K01731	0.2910924938189501
00040 Pentose and glucuronate interconversions	K22994	0.763485052027371
00040 Pentose and glucuronate interconversions	K01730	0.6018976351162024
00040 Pentose and glucuronate interconversions	K01815	0.9821432767433196
00040 Pentose and glucuronate interconversions	K00065	0.8389238089923596
00040 Pentose and glucuronate interconversions	K01184	0.8225973549631602
00040 Pentose and glucuronate interconversions	K01213	0.13882593343303595
00040 Pentose and glucuronate interconversions	K22933	0.7239579093742066
00040 Pentose and glucuronate interconversions	K01812	0.25281104799242193
00040 Pentose and glucuronate interconversions	K00041	0.8183557390974845
00040 Pentose and glucuronate interconversions	K01685	0.06665336083311812
00040 Pentose and glucuronate interconversions	K16849	0.46829858331093765
00040 Pentose and glucuronate interconversions	K16850	1.0097110164112113
00040 Pentose and glucuronate interconversions	K01686	0.6705889364376647
00040 Pentose and glucuronate interconversions	K08323	0.666983094243383
00040 Pentose and glucuronate interconversions	K08322	0.08940486893303934
00040 Pentose and glucuronate interconversions	K00040	0.4878428673498516
00040 Pentose and glucuronate interconversions	K21619	0.1757709696547174
00040 Pentose and glucuronate interconversions	K18106	0.9688908657871629
00040 Pentose and glucuronate interconversions	K19634	0.5169585384430606
00040 Pentose and glucuronate interconversions	K18102	0.2822470356523028
00040 Pentose and glucuronate interconversions	K18103	0.4284789574191561
00040 Pentose and glucuronate interconversions	K18107	0.1943195533847475
00040 Pentose and glucuronate interconversions	K13247	0.9848043746994577
00040 Pentose and glucuronate interconversions	K01804	0.35167278605602936
00040 Pentose and glucuronate interconversions	K00853	0.7720566087585494
00040 Pentose and glucuronate interconversions	K24707	0.9350629645539437
00040 Pentose and glucuronate interconversions	K00854	0.8594649564219115
00040 Pentose and glucuronate interconversions	K17743	0.08481919397294124
00040 Pentose and glucuronate interconversions	K26066	0.05378789063680012
00040 Pentose and glucuronate interconversions	K03331	0.2809873271711929
00040 Pentose and glucuronate interconversions	K25879	0.21123139657162193
00040 Pentose and glucuronate interconversions	K25880	0.22963703803678737
00040 Pentose and glucuronate interconversions	K25881	0.345506380827294
00040 Pentose and glucuronate interconversions	K17738	0.41097800182108335
00040 Pentose and glucuronate interconversions	K17818	0.5697868748096875
00040 Pentose and glucuronate interconversions	K09988	0.18810548644820546
00040 Pentose and glucuronate interconversions	K05351	0.051066417964992894
00040 Pentose and glucuronate interconversions	K22185	0.15676315685714215
00040 Pentose and glucuronate interconversions	K14273	0.5321800564825989
00040 Pentose and glucuronate interconversions	K14274	0.08488929088156105
00040 Pentose and glucuronate interconversions	K24442	0.16271676539007274
00040 Pentose and glucuronate interconversions	K14275	0.20970243890814455
00040 Pentose and glucuronate interconversions	K22186	0.5918319095010682
00040 Pentose and glucuronate interconversions	K22396	0.6006254023374828
00040 Pentose and glucuronate interconversions	K22397	0.40098925590855705
00040 Pentose and glucuronate interconversions	K22187	0.8232881851645093
00040 Pentose and glucuronate interconversions	K00875	0.36196008792335066
00040 Pentose and glucuronate interconversions	K22935	0.9422118362974552
00040 Pentose and glucuronate interconversions	K00039	0.7007425380473684
00040 Pentose and glucuronate interconversions	K21680	0.6517703783777655
00040 Pentose and glucuronate interconversions	K05352	0.5547363164773014
00040 Pentose and glucuronate interconversions	K21681	0.7133593792172976
00040 Pentose and glucuronate interconversions	K21030	0.33448074629426117
00051 Fructose and mannose metabolism	K00895	0.9855751395236634
00051 Fructose and mannose metabolism	K01805	0.2071815403937296
00051 Fructose and mannose metabolism	K00594	0.4493605044020925
00051 Fructose and mannose metabolism	K01820	0.6513491395267619
00051 Fructose and mannose metabolism	K00848	0.14104807840694855
00051 Fructose and mannose metabolism	K01629	0.11051378511844279
00051 Fructose and mannose metabolism	K00007	0.3276047146215375
00051 Fructose and mannose metabolism	K00008	1.0039482409189517
00051 Fructose and mannose metabolism	K01818	0.06618307302072646
00051 Fructose and mannose metabolism	K00879	0.899982690243438
00051 Fructose and mannose metabolism	K01628	0.3681715426612042
00051 Fructose and mannose metabolism	K19355	0.6831177154955737
00051 Fructose and mannose metabolism	K18333	0.7475244188713295
00051 Fructose and mannose metabolism	K07046	0.3255869690502924
00051 Fructose and mannose metabolism	K18334	0.39979907128047154
00051 Fructose and mannose metabolism	K18335	0.5452264183869944
00051 Fructose and mannose metabolism	K18336	0.4295081439157862
00051 Fructose and mannose metabolism	K18337	0.16399811335409042
00051 Fructose and mannose metabolism	K18338	0.6909372016864879
00051 Fructose and mannose metabolism	K12661	0.42349268299488374
00051 Fructose and mannose metabolism	K18339	0.1151659042177875
00051 Fructose and mannose metabolism	K12660	0.8766661583480704
00051 Fructose and mannose metabolism	K01813	0.13306638510351876
00051 Fructose and mannose metabolism	K21883	0.10429025881946297
00051 Fructose and mannose metabolism	K07026	0.5021060768937531
00051 Fructose and mannose metabolism	K18818	0.4838211390865661
00051 Fructose and mannose metabolism	K00900	0.09139840835713509
00051 Fructose and mannose metabolism	K00009	0.13086674163638579
00051 Fructose and mannose metabolism	K00068	0.19125099665909673
00051 Fructose and mannose metabolism	K19956	0.6304573650563445
00051 Fructose and mannose metabolism	K08261	0.12221947537037403
00051 Fructose and mannose metabolism	K17742	0.12082383177103351
00051 Fructose and mannose metabolism	K19633	0.582876702170799
00051 Fructose and mannose metabolism	K00045	0.7462542323855419
00051 Fructose and mannose metabolism	K01795	0.29380383847997615
00051 Fructose and mannose metabolism	K01729	0.04340683539611856
00051 Fructose and mannose metabolism	K03332	0.2913632259450485
00051 Fructose and mannose metabolism	K00881	0.9837981418134345
00051 Fructose and mannose metabolism	K17195	0.19527722529975877
00051 Fructose and mannose metabolism	K19270	0.6593321111608592
00051 Fructose and mannose metabolism	K24204	0.8876362800429161
00562 Inositol phosphate metabolism	K03103	0.9776662239444094
00562 Inositol phosphate metabolism	K00469	0.8132335084135942
00562 Inositol phosphate metabolism	K01771	0.6423839484767715
00562 Inositol phosphate metabolism	K19517	0.6637084445485963
00562 Inositol phosphate metabolism	K24222	0.7339926472546665
00562 Inositol phosphate metabolism	K24221	0.48757397446087625
00562 Inositol phosphate metabolism	K01765	0.8962208442001778
00562 Inositol phosphate metabolism	K01083	0.5587000189332652
00562 Inositol phosphate metabolism	K23992	0.21359106481811319
00562 Inositol phosphate metabolism	K07281	0.8837188796455666
00562 Inositol phosphate metabolism	K07291	0.6374562497523528
00562 Inositol phosphate metabolism	K06606	0.9907517513350341
00562 Inositol phosphate metabolism	K16043	0.5896377313081564
00562 Inositol phosphate metabolism	K16044	0.944223209564842
00562 Inositol phosphate metabolism	K22230	0.19767461656799323
00562 Inositol phosphate metabolism	K22231	0.21969388042706095
00562 Inositol phosphate metabolism	K22232	0.2280392889042422
00562 Inositol phosphate metabolism	K22233	0.8207928759906435
00562 Inositol phosphate metabolism	K03335	0.1313747024241687
00562 Inositol phosphate metabolism	K03336	0.7456758757140713
00562 Inositol phosphate metabolism	K03337	0.3508045785132259
00562 Inositol phosphate metabolism	K03338	0.8240746034800881
