#parent	child	edge_length
0	1	0.2115186488479075
0	2	0.8889465804066676
0	3	0.9118435291528375
1	4	0.019172589342568824
1	5	0.49192642879671866
1	6	0.47128814533205265
2	7	0.07356409343379389
2	8	0.18565693852687204
2	9	0.64973139812362
3	10	0.7109795874598047
3	11	0.6511864115104674
3	12	0.16420121642102037
4	13	0.6564674053504966
4	14	0.13102879944055001
4	15	0.5880158747171287
5	16	0.8960022365990274
5	17	0.31247559837933325
5	18	0.5423643493266295
6	19	0.1272857581119604
6	20	0.6506233529962835
6	21	0.04561383355413817
7	22	0.3737202734027054
7	23	0.7400581131750541
7	24	0.2522985749870972
8	25	0.9172422718598363
8	26	0.26745885716793794
8	27	0.1475185480801715
9	28	0.8655692581041945
9	29	0.5083278638146154
9	30	0.4243387205552396
10	31	0.5106390454578231
10	32	0.4993242880488322
10	33	0.10041520299947715
11	34	0.46706918144608056
11	35	0.8527984232217241
11	36	0.2085326836279744
12	37	0.19525460303194575
12	38	0.08657759407204524
12	39	0.16171058729262855
13	40	0.6567064799444183
13	41	0.47514167251177875
13	42	0.3681478641914394
14	43	0.350694799461148
14	44	0.31559418758744506
14	45	0.4358122956644146
15	46	0.2516358157452243
15	47	0.3872056194087632
15	48	0.8118237951899083
16	49	0.6774311780519058
16	50	0.8363400983040403
16	51	0.148823340248585
17	52	0.9557371958366527
17	53	0.345409616650431
17	54	0.30874870883893557
18	55	0.3417395837981775
18	56	0.6377990026188722
18	57	0.39885247921391453
19	58	0.5414686360838137
19	59	0.5978110474285288
19	60	0.01505639107697454
20	61	0.713338396204237
20	62	0.19900669760663714
20	63	0.6659160425109469
21	64	0.6868587011660441
21	65	0.19020561525723068
21	66	0.14936168936679595
22	67	0.39610163856603897
22	68	0.9011168419937889
22	69	0.1640968571482393
23	70	0.05917666047252412
23	71	0.21034985544661555
23	72	0.5870191966923004
24	73	0.2823628399324156
24	74	0.015296318193225744
24	75	0.05178963187498553
25	76	0.28541337061959515
25	77	0.28860466424006725
25	78	0.18896554348949524
26	79	0.4188856927782867
26	80	0.653291086060523
26	81	0.2185814439386511
27	82	0.19375310769567888
27	83	0.7878098083184188
27	84	0.3462631521151933
28	85	0.254868840972448
28	86	0.4175736073851777
28	87	0.2527577176527269
29	88	0.4721366094318693
