intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1598300,0.48060500360837144,0.8202720041057223,0.48060500360837144,0.7483335628069209,102.0173934805731,4.0,5042.249291274466,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02014,5e6b8f90686d0551049c22361a1de0cd,0.8202720041057223,1598300,0,830600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.9197075102627463,0.9611509020420401,0.9404292061523932,0.9611509020420401,False
1444900,0.43447798893432765,0.15232870316330105,0.0784820784219389,0.02316168708981596,19.3360153256705,3.0,243.91855332655467,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K12132,d8a8adeb772ecf49409662e13af4b789,0.8432940352515467,261000,1,569600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.9013337456911316,0.9664865302034117,0.9339101379472716,0.9664865302034117,False
1467600,0.441303824873707,0.06423728813559322,0.03418931922059177,0.0047106338060489234,9.02726473175022,3.0,43.6993823760347,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02004,5fb1f7596c0118aabb244a220b3a82fa,0.8291525423728814,113700,2,455900,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.9041481825315044,0.9632230957037055,0.9336856391176049,0.9632230957037055,False
1359300,0.4087382727928795,0.04140009842519685,0.02023694972335819,0.002229106429849924,7.2169390787518575,2.0,32.0088752294413,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K20276,1b86018ba987bbdaeb63bae2f7853d83,0.836183562992126,67300,3,388600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8903917685564473,0.9648511643152816,0.9276214664358644,0.9648511643152816,False
1372100,0.4125872023093577,0.029633257821588196,0.014553764734183305,0.021298820505759788,95.88429752066116,2.0,1980.6880949781423,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03406,95fe9eb788ba7b09adf12cc028557118,0.840078368946305,48400,4,340200,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8920623824152184,0.9657483180602978,0.9289053502377581,0.9657483180602978,False
1100200,0.3308275198460428,0.02836273214701997,0.010975463074332451,0.14518334939648447,866.6849315068494,3.0,16307.388106862949,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01897,8107c30a826017ac989cb7b0310ba13b,0.854922682415106,36500,5,303700,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8535174431970559,0.9691374316579776,0.9113274374275168,0.9691374316579776,False
1298800,0.39054606687515037,0.0180443484338268,0.008539812364686072,0.0006824544494928634,5.235915492957746,2.0,13.47862074248026,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K02035,0fd5fbbad3e758d91630d79013071a7d,0.8252112586568398,28400,6,275300,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8823208234168167,0.9623056350085815,0.9223132292126991,0.9623056350085815,False
1182600,0.35560500360837144,0.017466618549260196,0.007276882367091652,0.0017926476662536142,16.140495867768596,2.0,129.82491743317604,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K01992,7706641a8bf77c209648b05570650690,0.8535546734031035,24200,7,251100,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8659357064827867,0.9688270788809552,0.917381392681871,0.9688270788809552,False
896000,0.26942506615347606,0.020313853855781265,0.006344719749819582,0.0009325806599660379,9.630331753554502,2.0,67.91691208589585,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K07497,41f716ce938b3e704de0fe4ddcaa08e7,0.862616732454029,21100,8,230000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8191806306562508,0.9708755755257041,0.8950281030909775,0.9708755755257041,False
1148500,0.34535121481837866,0.011002357648067443,0.00463074332451287,0.00040892193308550185,5.785714285714286,2.0,16.527805884234567,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K21572,d6ec43b12728168f0122791433548ed7,0.8205329713510038,15400,9,214600,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8608832797231475,0.961212051755266,0.9110476657392068,0.961212051755266,False
1116300,0.33566875150348807,0.010450284309205471,0.004089487611258119,0.0004708798017348203,7.544117647058823,2.0,19.782964911560693,/data/shared_data/KEGG_data/sourmash_sketches/output_KOs/KOs_sketched/KOs_sketched_scaled_100.sig.zip,ko:K03657,95be6c33f8b67202bed209eab2cffe00,0.8577685569386814,13600,10,201000,/data/dmk333/temp/FreshFun/FunUniFrac/experiments/QIITA_study/joined/EGAF00002727178.fastq,,87ba7b9e,3325600,5,protein,100,33256,True,0.8560009722921579,0.9697817889784063,0.9128913806352821,0.9697817889784063,False
