	tree	score
0	randomized_tree	0.9223529185736377
1	randomized_tree	0.9218884605075907
2	randomized_tree	0.9224287340602586
3	randomized_tree	0.9238607413550781
4	randomized_tree	0.9230806412514372
5	randomized_tree	0.9224629194884458
6	randomized_tree	0.922150755696913
7	randomized_tree	0.9227566194950113
8	randomized_tree	0.9231429831550136
9	randomized_tree	0.9229642969893148
10	randomized_tree	0.9223477515208793
11	randomized_tree	0.9223609684728765
12	randomized_tree	0.922781951227202
13	randomized_tree	0.9228425353277904
14	randomized_tree	0.9235594359928462
15	randomized_tree	0.9233143603553396
16	randomized_tree	0.9232751315682389
17	randomized_tree	0.9209555778574121
18	randomized_tree	0.9226357000448522
19	randomized_tree	0.9233489521724506
20	randomized_tree	0.9218251449659225
21	randomized_tree	0.9224470907535905
22	randomized_tree	0.9232573203217292
23	randomized_tree	0.9238507282467819
24	randomized_tree	0.9229441855538566
25	randomized_tree	0.9242174249295612
26	randomized_tree	0.9231396388241129
27	randomized_tree	0.9225985526679736
28	randomized_tree	0.9221730583637495
29	randomized_tree	0.9222898905816231
30	randomized_tree	0.92287517973284
31	randomized_tree	0.9221666820068292
32	randomized_tree	0.9237992709868443
33	randomized_tree	0.9224687574913719
34	randomized_tree	0.9232679160375449
35	randomized_tree	0.922912093804904
36	randomized_tree	0.9232748504127681
37	randomized_tree	0.9229842381487983
38	randomized_tree	0.9218666369340621
39	randomized_tree	0.9230743258712971
40	randomized_tree	0.9210113202206093
41	randomized_tree	0.9211619218658769
42	randomized_tree	0.9214820859636825
43	randomized_tree	0.9224997076040004
44	randomized_tree	0.9232696852800777
45	randomized_tree	0.9242000001509783
46	randomized_tree	0.9231688053017156
47	randomized_tree	0.921209091017066
48	randomized_tree	0.9227415401514603
49	randomized_tree	0.9246673645811145
50	randomized_tree	0.9227302867010119
51	randomized_tree	0.9224009190730906
52	randomized_tree	0.9216323602965834
53	randomized_tree	0.9226298660512116
54	randomized_tree	0.9214046437730148
55	randomized_tree	0.922292887966025
56	randomized_tree	0.9232333725059817
57	randomized_tree	0.9237461964526312
58	randomized_tree	0.9231838224806708
59	randomized_tree	0.9226987934551069
60	randomized_tree	0.924153190608225
61	randomized_tree	0.9229936302212712
62	randomized_tree	0.9220955875628144
63	randomized_tree	0.923613807361756
64	randomized_tree	0.9234479162917937
65	randomized_tree	0.92325304906837
66	randomized_tree	0.9228704577886816
67	randomized_tree	0.9229453255714262
68	randomized_tree	0.92088798764733
69	randomized_tree	0.9237376072214899
70	randomized_tree	0.9223272245168032
71	randomized_tree	0.9229303346332135
72	randomized_tree	0.9232525592255242
73	randomized_tree	0.9211266474921403
74	randomized_tree	0.92204453975703
75	randomized_tree	0.9227511004143996
76	randomized_tree	0.9224465877257093
77	randomized_tree	0.9231900066034961
78	randomized_tree	0.9222924716620081
79	randomized_tree	0.9227922025213735
80	randomized_tree	0.9222871774342718
81	randomized_tree	0.9238080680434605
82	randomized_tree	0.923185455538821
83	randomized_tree	0.9229232991202487
84	randomized_tree	0.923161500247923
85	randomized_tree	0.9218270237258595
86	randomized_tree	0.9224904896424866
87	randomized_tree	0.9223150425185013
88	randomized_tree	0.9219361630586878
89	randomized_tree	0.9224767098586263
90	randomized_tree	0.9228779762694903
91	randomized_tree	0.9224406776282893
92	randomized_tree	0.9227232518821115
93	randomized_tree	0.922068907145472
94	randomized_tree	0.9229514464758908
95	randomized_tree	0.9215912753543641
96	randomized_tree	0.9226762781729057
97	randomized_tree	0.9229836322309289
98	randomized_tree	0.9231813270892373
99	randomized_tree	0.9234055114605018
100	uniform_tree	0.7620890551268188
101	uniform_tree	0.762111023208348
102	uniform_tree	0.7623335522113415
103	uniform_tree	0.7625003710585198
104	uniform_tree	0.7622541155666589
105	uniform_tree	0.7622370944855029
106	uniform_tree	0.7622155402380472
107	uniform_tree	0.7621391067585302
108	uniform_tree	0.7623707878193993
109	uniform_tree	0.7619809912291698
110	uniform_tree	0.7621599947783986
111	uniform_tree	0.7619590921792475
112	uniform_tree	0.762776355468252
113	uniform_tree	0.762691773086036
114	uniform_tree	0.7624309614823928
115	uniform_tree	0.7626033068529735
116	uniform_tree	0.7626349018836496
117	uniform_tree	0.7614771759542844
118	uniform_tree	0.762376461596193
119	uniform_tree	0.7624981739296695
120	uniform_tree	0.7616468451068004
121	uniform_tree	0.7623235739165262
122	uniform_tree	0.7625981889999255
123	uniform_tree	0.7628576679479455
124	uniform_tree	0.7619909160041674
125	uniform_tree	0.7629212498919515
126	uniform_tree	0.7623545411286057
127	uniform_tree	0.7624209774851168
128	uniform_tree	0.7621366405040171
129	uniform_tree	0.761990322970089
130	uniform_tree	0.762605073478535
131	uniform_tree	0.7616629133709947
132	uniform_tree	0.7625296757076461
133	uniform_tree	0.7626019354427102
134	uniform_tree	0.7625407529810307
135	uniform_tree	0.7625455831475724
