	tree	score
0	randomized_tree	0.8715088801103231
1	randomized_tree	0.872318018581398
2	randomized_tree	0.8700454256331472
3	randomized_tree	0.8700063670750731
4	randomized_tree	0.8670443719330563
5	randomized_tree	0.8699199145098018
6	randomized_tree	0.8710101088196559
7	randomized_tree	0.8702087317652744
8	randomized_tree	0.8702329864442973
9	randomized_tree	0.8704055592255621
10	randomized_tree	0.8697074986156212
11	randomized_tree	0.8700331880772508
12	randomized_tree	0.8702712156701328
13	randomized_tree	0.868975388227567
14	randomized_tree	0.8665176100651363
15	randomized_tree	0.8696442233547185
16	randomized_tree	0.8691852187739851
17	randomized_tree	0.8684926929972737
18	randomized_tree	0.8717692744252256
19	randomized_tree	0.8696607127508562
20	randomized_tree	0.8677891916172835
21	randomized_tree	0.8673009347642942
22	randomized_tree	0.869330834416632
23	randomized_tree	0.8671948268251483
24	randomized_tree	0.8686249841542241
25	randomized_tree	0.8684645328950975
26	randomized_tree	0.8692917070691698
27	randomized_tree	0.8695197901324465
28	randomized_tree	0.8705045487578237
29	randomized_tree	0.8685693038887944
30	randomized_tree	0.8697513756692874
31	randomized_tree	0.8700709964919439
32	randomized_tree	0.8712336224029894
33	randomized_tree	0.8695683053989975
34	randomized_tree	0.8681746620298195
35	randomized_tree	0.8702677719596705
36	randomized_tree	0.8701176526031665
37	randomized_tree	0.870341168486211
38	randomized_tree	0.8691554662396043
39	randomized_tree	0.8690061080935838
40	randomized_tree	0.8688868329604759
41	randomized_tree	0.8685649814923749
42	randomized_tree	0.8693153736585119
43	randomized_tree	0.8669203154123792
44	randomized_tree	0.8703149264538252
45	randomized_tree	0.8675907669015601
46	randomized_tree	0.8678551929039457
47	randomized_tree	0.8698886506650078
48	randomized_tree	0.8700894465810723
49	randomized_tree	0.868110411020635
50	randomized_tree	0.870375754388326
51	randomized_tree	0.8703968988246609
52	randomized_tree	0.8711407497077314
53	randomized_tree	0.8690481067092128
54	randomized_tree	0.8700018031944385
55	randomized_tree	0.8687987263019096
56	randomized_tree	0.8676150046567674
57	randomized_tree	0.8676024246752282
58	randomized_tree	0.8697190032395311
59	randomized_tree	0.8702198892873168
60	randomized_tree	0.869024543988821
61	randomized_tree	0.8695304535661004
62	randomized_tree	0.8705010417328942
63	randomized_tree	0.8693536923590897
64	randomized_tree	0.8682068173724926
65	randomized_tree	0.871027909131011
66	randomized_tree	0.8676058802168981
67	randomized_tree	0.8677890343319173
68	randomized_tree	0.8691426258050378
69	randomized_tree	0.8700090631258983
70	randomized_tree	0.8702065151760171
71	randomized_tree	0.8716333841012142
72	randomized_tree	0.8687823548176654
73	randomized_tree	0.8702361305440606
74	randomized_tree	0.8708300653945251
75	randomized_tree	0.868996269952541
76	randomized_tree	0.8695189003959217
77	randomized_tree	0.8701546320598514
78	randomized_tree	0.8700515386229455
79	randomized_tree	0.8701096487786074
80	randomized_tree	0.8703992694861731
81	randomized_tree	0.8682545834320066
82	randomized_tree	0.8688516572623112
83	randomized_tree	0.8701332694761905
84	randomized_tree	0.8679461119212571
85	randomized_tree	0.8690021498513655
86	randomized_tree	0.870703842347955
87	randomized_tree	0.8674745155058887
88	randomized_tree	0.8708167681265857
89	randomized_tree	0.8694324713405527
90	randomized_tree	0.8672447504470869
91	randomized_tree	0.8695873217189333
92	randomized_tree	0.869228192677343
93	randomized_tree	0.8709424319862847
94	randomized_tree	0.8701970097979477
95	randomized_tree	0.8681772473718716
96	randomized_tree	0.8688459760315865
97	randomized_tree	0.8693445451281842
98	randomized_tree	0.8703357504724809
99	randomized_tree	0.8691038509939684
100	uniform_tree	0.5631883546061008
101	uniform_tree	0.5627215406980759
102	uniform_tree	0.5622975000650023
103	uniform_tree	0.562267695638766
104	uniform_tree	0.5607638682049391
105	uniform_tree	0.5622774970042811
106	uniform_tree	0.5629021984273593
107	uniform_tree	0.5635263042064352
108	uniform_tree	0.5622935414425295
109	uniform_tree	0.56150241757985
110	uniform_tree	0.5628373564708317
111	uniform_tree	0.5629387420174666
112	uniform_tree	0.5625073947901288
113	uniform_tree	0.5603779025798691
114	uniform_tree	0.5606463495424268
115	uniform_tree	0.5625324843382745
116	uniform_tree	0.5622434241313435
117	uniform_tree	0.5614814967924666
118	uniform_tree	0.5632857057534565
119	uniform_tree	0.5627650189816696
120	uniform_tree	0.5616577442514947
121	uniform_tree	0.5609799222580223
122	uniform_tree	0.5620246462174517
123	uniform_tree	0.5606375039792139
124	uniform_tree	0.5617086446386257
125	uniform_tree	0.5611058580657088
126	uniform_tree	0.5622941727724089
127	uniform_tree	0.5623349210485464
128	uniform_tree	0.5616406981040509
129	uniform_tree	0.561850124492167
130	uniform_tree	0.5613988787226247
131	uniform_tree	0.5615187098978344
132	uniform_tree	0.5627756701231387
133	uniform_tree	0.5618832116409297
134	uniform_tree	0.5617894491526133
135	uniform_tree	0.5622350499573454
136	uniform_tree	0.5623244696887237
137	uniform_tree	0.5616374840819478
138	uniform_tree	0.5620115350134278
139	uniform_tree	0.5612021548811366
140	uniform_tree	0.5617804624122197
141	uniform_tree	0.5616561343985267
142	uniform_tree	0.5623818012084919
143	uniform_tree	0.5606693263796717
144	uniform_tree	0.5622751567987027
145	uniform_tree	0.5613239354778786
146	uniform_tree	0.5607810573998333
147	uniform_tree	0.5611338672285657
148	uniform_tree	0.5631551566959946
149	uniform_tree	0.5626893854261441
150	uniform_tree	0.5626369934180367
151	uniform_tree	0.5623342851483716
152	uniform_tree	0.5615997560354691
153	uniform_tree	0.5631756845457019
154	uniform_tree	0.5627893253743261
155	uniform_tree	0.5616170745724312
156	uniform_tree	0.5605650293214618
157	uniform_tree	0.560881865969146
158	uniform_tree	0.5617849122870137
159	uniform_tree	0.5627787859582913
160	uniform_tree	0.5614549176687499
161	uniform_tree	0.5617083941556276
162	uniform_tree	0.5627928240227916
163	uniform_tree	0.5614995225360226
164	uniform_tree	0.5615485105218689
165	uniform_tree	0.5632340542118637
166	uniform_tree	0.5608451738530889
167	uniform_tree	0.5625262948424808
168	uniform_tree	0.5605599921011154
169	uniform_tree	0.5612384353652358
170	uniform_tree	0.5621580786723706
171	uniform_tree	0.5629151156395125
172	uniform_tree	0.5624024293725607
173	uniform_tree	0.5621148943499387
174	uniform_tree	0.5622699419115206
175	uniform_tree	0.5627277296599107
176	uniform_tree	0.5628081483766665
177	uniform_tree	0.5612640532229058
178	uniform_tree	0.5630315250840409
179	uniform_tree	0.5616616611359936
180	uniform_tree	0.5625663936651941
181	uniform_tree	0.5608286463270494
182	uniform_tree	0.5613412628300423
183	uniform_tree	0.5628291237864419
184	uniform_tree	0.5609580981961702
185	uniform_tree	0.5615357782275359
186	uniform_tree	0.5628978752485654
187	uniform_tree	0.5610950717502207
188	uniform_tree	0.5620554566431153
189	uniform_tree	0.5614136482085661
190	uniform_tree	0.5613883049389723
191	uniform_tree	0.5618591472196074
192	uniform_tree	0.5619297597975295
193	uniform_tree	0.5628072363240267
194	uniform_tree	0.5625439138144325
195	uniform_tree	0.5616612052200719
196	uniform_tree	0.561757344303592
197	uniform_tree	0.5615423131334963
198	uniform_tree	0.5609061807523534
199	uniform_tree	0.5616569790004662
200	deterministic_tree	0.41304740403933204
201	deterministic_tree	0.41221415882640466
202	deterministic_tree	0.41324718110028685
203	deterministic_tree	0.4128257390120179
204	deterministic_tree	0.41204189030038607
205	deterministic_tree	0.4137331150340745
206	deterministic_tree	0.4129120465858665
207	deterministic_tree	0.41327916371245865
208	deterministic_tree	0.4119707887558272
209	deterministic_tree	0.41262387902188224
210	deterministic_tree	0.4131016271013177
211	deterministic_tree	0.4127636472259299
212	deterministic_tree	0.4129313897990718
213	deterministic_tree	0.4123432567269709
214	deterministic_tree	0.41208748400550405
215	deterministic_tree	0.41274614758710504
216	deterministic_tree	0.41316998822010476
217	deterministic_tree	0.41298377321210383
218	deterministic_tree	0.41350664043424784
219	deterministic_tree	0.4127511057755415
220	deterministic_tree	0.41284400529917986
221	deterministic_tree	0.41249488604713436
222	deterministic_tree	0.41296230875108164
223	deterministic_tree	0.4123005673765837
224	deterministic_tree	0.41331574223759726
225	deterministic_tree	0.4126120523737649
226	deterministic_tree	0.4130323833973245
227	deterministic_tree	0.4124939433398406
228	deterministic_tree	0.4125894671608434
229	deterministic_tree	0.4136656344520919
230	deterministic_tree	0.4116956845361658
231	deterministic_tree	0.4123108858646047
232	deterministic_tree	0.41305537003627757
233	deterministic_tree	0.41213737571972076
234	deterministic_tree	0.4126728928736491
235	deterministic_tree	0.41284653566047474
236	deterministic_tree	0.4133415470708912
237	deterministic_tree	0.4128906966989339
238	deterministic_tree	0.4124407511455139
239	deterministic_tree	0.41258746101307486
240	deterministic_tree	0.4124423600437176
241	deterministic_tree	0.41312162017472553
242	deterministic_tree	0.4125591774122856
243	deterministic_tree	0.41237829850025975
244	deterministic_tree	0.4123728559769605
245	deterministic_tree	0.41230270918433626
